名稱zh,名稱en,國籍zh,國籍en,能力,潛力,偏好位置總數,偏好位置1,偏好位置2,偏好位置3,年齡,Hits,球隊zh,球隊en,租借球隊zh,租借球隊en
Jiří Pavlenka,Jiří Pavlenka,捷克,Czech Republic,82,83,1,GK,,,28,0,雲達不萊梅,SV Werder Bremen,,
Achraf Hakimi,Achraf Hakimi,摩洛哥,Morocco,82,87,3,RM,RB,LB,21,25,多蒙特,Borussia Dortmund,皇家馬德里,On loan from: Real Madrid
Luka Jović,Luka Jović,塞爾維亞,Serbia,82,88,1,ST,,,22,7,皇家馬德里,Real Madrid,,
Gabriel Jesus,Gabriel Jesus,巴西,Brazil,82,88,1,ST,,,23,16,曼城,Manchester City,,
Oswaldinato,Oswaldinato,巴西,Brazil,82,82,1,ST,,,28,4,法林明高,Flamengo,,
Nuno Padrenda,Nuno Padrenda,巴西,Brazil,82,84,3,CAM,CF,ST,24,0,彭美拉斯,Palmeiras,,
Rosberto Dourado,Rosberto Dourado,巴西,Brazil,82,82,3,CDM,CM,CAM,20,2,明尼路,Atlético Mineiro,,
Juiano Mestres,Juiano Mestres,巴西,Brazil,82,82,2,CB,CDM,,24,0,高士路,Cruzeiro,,
Raphaelito Anjos,Raphaelito Anjos,巴西,Brazil,82,82,1,GK,,,32,0,甘美奧,Grêmio,,
Aaron Wan-Bissaka,Aaron Wan-Bissaka,英格蘭,England,82,89,2,RB,RWB,,22,12,曼聯,Manchester United,,
Denis Zakaria,Denis Zakaria,瑞士,Switzerland,82,86,3,CDM,CB,CM,23,8,慕遜加柏,Borussia Mönchengladbach,,
Nélson Semedo,Nélson Semedo,葡萄牙,Portugal,82,85,1,RB,,,26,7,巴塞隆拿,FC Barcelona,,
Giovani Lo Celso,Giovani Lo Celso,阿根廷,Argentina,82,87,2,CM,CAM,,24,15,熱刺,Tottenham Hotspur,貝迪斯,On loan from: Real Betis
Nicolas Pépé,Nicolas Pépé,象牙海岸,Ivory Coast,82,87,2,RM,RW,,25,6,阿仙奴,Arsenal,,
Steven Bergwijn,Steven Bergwijn,荷蘭,Netherlands,82,87,3,RW,CAM,LW,22,14,熱刺,Tottenham Hotspur,,
Presnel Kimpembe,Presnel Kimpembe,法國,France,82,86,1,CB,,,24,7,巴黎聖日耳門,Paris Saint-Germain,,
Joe Gomez,Joe Gomez,英格蘭,England,82,89,2,CB,RB,,23,13,利物浦,Liverpool,,
Gonçalo Guedes,Gonçalo Guedes,葡萄牙,Portugal,82,88,2,LM,ST,,23,10,華倫西亞,Valencia CF,,
Marcos Acuña,Marcos Acuña,阿根廷,Argentina,82,82,2,LB,LW,,28,7,士砵亭,Sporting CP,,
Rúben Neves,Rúben Neves,葡萄牙,Portugal,82,87,1,CM,,,23,10,狼隊,Wolverhampton Wanderers,,
David Soria,David Soria,西班牙,Spain,82,84,1,GK,,,27,0,基達菲,Getafe CF,,
Martin Ødegaard,Martin Ødegaard,挪威,Norway,82,88,3,CAM,CM,RM,21,21,皇家蘇斯達,Real Sociedad,皇家馬德里,On loan from: Real Madrid
Naby Keïta,Naby Keïta,幾內亞,Guinea,82,86,2,CM,CDM,,25,6,利物浦,Liverpool,,
Marco Asensio,Marco Asensio,西班牙,Spain,82,86,2,LW,RW,,24,10,皇家馬德里,Real Madrid,,
Davinson Sánchez,Davinson Sánchez,哥倫比亞,Colombia,82,85,1,CB,,,24,10,熱刺,Tottenham Hotspur,,
James Maddison,James Maddison,英格蘭,England,82,87,3,CAM,CM,LW,23,13,李斯特城,Leicester City,,
Martin Dúbravka,Martin Dúbravka,斯洛伐克,Slovakia,82,82,1,GK,,,31,2,紐卡素,Newcastle United,,
Corentin Tolisso,Corentin Tolisso,法國,France,82,85,2,CM,CDM,,25,2,拜仁慕尼黑,FC Bayern München,,
Matteo Politano,Matteo Politano,意大利,Italy,82,83,3,RM,RW,ST,26,2,拿玻里,Napoli,國際米蘭,On loan from: Inter
Iñaki Williams,Iñaki Williams,西班牙,Spain,82,85,2,ST,RW,,26,16,畢爾包,Athletic Club,,
Mike Maignan,Mike Maignan,法國,France,82,86,1,GK,,,24,1,里爾,LOSC Lille,,
Ángel Correa,Ángel Correa,阿根廷,Argentina,82,85,2,RM,ST,,25,4,馬德里體育會,Atlético Madrid,,
Thomas Lemar,Thomas Lemar,法國,France,82,86,3,LM,CAM,RM,24,11,馬德里體育會,Atlético Madrid,,
Moussa Dembélé,Moussa Dembélé,法國,France,82,86,1,ST,,,23,6,里昂,Olympique Lyonnais,,
João Cancelo,João Cancelo,葡萄牙,Portugal,82,86,1,RB,,,26,8,曼城,Manchester City,,
Adrien Rabiot,Adrien Rabiot,法國,France,82,85,2,CM,CDM,,25,8,祖雲達斯,Juventus,,
Pacheco,Pacheco,西班牙,Spain,82,84,1,GK,,,28,2,艾拉維斯,D. Alavés,,
Andrea Belotti,Andrea Belotti,意大利,Italy,82,85,1,ST,,,26,5,拖連奴,Torino,,
Emre Can,Emre Can,德國,Germany,82,85,2,CM,CDM,,26,7,多蒙特,Borussia Dortmund,,
Gerard Moreno,Gerard Moreno,西班牙,Spain,82,82,2,ST,RM,,28,5,維拉利爾,Villarreal CF,,
Josef Martínez,Josef Martínez,委內瑞拉,Venezuela,82,84,1,ST,,,27,6,亞特蘭大聯,Atlanta United,,
Matthias Ginter,Matthias Ginter,德國,Germany,82,83,1,CB,,,26,2,慕遜加柏,Borussia Mönchengladbach,,
William Carvalho,William Carvalho,葡萄牙,Portugal,82,82,2,CDM,CM,,28,1,貝迪斯,Real Betis,,
Sébastien Haller,Sébastien Haller,法國,France,82,84,1,ST,,,26,8,韋斯咸,West Ham United,,
Antonio Rüdiger,Antonio Rüdiger,德國,Germany,82,84,1,CB,,,27,2,車路士,Chelsea,,
Karim Bellarabi,Karim Bellarabi,德國,Germany,82,82,1,RM,,,30,1,利華古遜,Bayer 04 Leverkusen,,
Julian Draxler,Julian Draxler,德國,Germany,82,83,3,CAM,CM,LW,26,5,巴黎聖日耳門,Paris Saint-Germain,,
Felipe Anderson,Felipe Anderson,巴西,Brazil,82,82,2,LM,CAM,,27,6,韋斯咸,West Ham United,,
Lucas Moura,Lucas Moura,巴西,Brazil,82,82,2,RM,CF,,27,9,熱刺,Tottenham Hotspur,,
Danilo Pereira,Danilo Pereira,葡萄牙,Portugal,82,82,2,CDM,CM,,28,1,波圖,FC Porto,,
Nacho Fernández,Nacho Fernández,西班牙,Spain,82,82,3,CB,LB,RB,30,6,皇家馬德里,Real Madrid,,
Kevin Volland,Kevin Volland,德國,Germany,82,83,3,ST,RW,LW,27,1,利華古遜,Bayer 04 Leverkusen,,
Paco Alcácer,Paco Alcácer,西班牙,Spain,82,84,1,ST,,,26,3,維拉利爾,Villarreal CF,,
Jasper Cillessen,Jasper Cillessen,荷蘭,Netherlands,82,82,1,GK,,,31,1,華倫西亞,Valencia CF,,
Sergi Roberto,Sergi Roberto,西班牙,Spain,82,82,2,RB,CM,,28,9,巴塞隆拿,FC Barcelona,,
Cédric Bakambu,Cédric Bakambu,剛果民主共和國,DR Congo,82,82,1,ST,,,29,4,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Mattia Perin,Mattia Perin,意大利,Italy,82,84,1,GK,,,27,0,熱拿亞,Genoa,,
Willian José,Willian José,巴西,Brazil,82,82,1,ST,,,28,2,皇家蘇斯達,Real Sociedad,,
Oliver Baumann,Oliver Baumann,德國,Germany,82,83,1,GK,,,30,0,賀芬咸,TSG 1899 Hoffenheim,,
Mário Fernandes,Mário Fernandes,俄羅斯,Russia,82,82,2,RWB,RM,,29,3,莫斯科中央陸軍,PFC CSKA Moscow,,
Thomas Delaney,Thomas Delaney,丹麥,Denmark,82,83,2,CDM,CM,,28,3,多蒙特,Borussia Dortmund,,
Jesús Corona,Jesús Corona,墨西哥,Mexico,82,83,2,RB,RM,,27,11,波圖,FC Porto,,
Alphonse Areola,Alphonse Areola,法國,France,82,86,1,GK,,,27,5,皇家馬德里,Real Madrid,巴黎聖日耳門,On loan from: Paris Saint-Germain
Illarramendi,Illarramendi,西班牙,Spain,82,82,2,CDM,CM,,30,1,皇家蘇斯達,Real Sociedad,,
Taison,Taison,巴西,Brazil,82,82,2,CAM,LM,,32,2,薩克達,Shakhtar Donetsk,,
Aleksandar Kolarov,Aleksandar Kolarov,塞爾維亞,Serbia,82,82,1,LB,,,34,3,羅馬,Roma,,
Fernando,Fernando,巴西,Brazil,82,82,2,CDM,CM,,32,2,西維爾,Sevilla FC,,
Fernando Muslera,Fernando Muslera,烏拉圭,Uruguay,82,82,1,GK,,,34,1,加拉塔沙雷,Galatasaray SK,,
Willian,Willian,巴西,Brazil,82,82,3,RW,LW,RM,31,9,車路士,Chelsea,,
Diego Costa,Diego Costa,西班牙,Spain,82,82,1,ST,,,31,6,馬德里體育會,Atlético Madrid,,
Sergio Asenjo,Sergio Asenjo,西班牙,Spain,82,83,1,GK,,,31,1,維拉利爾,Villarreal CF,,
Javi Martínez,Javi Martínez,西班牙,Spain,82,82,2,CDM,CB,,31,1,拜仁慕尼黑,FC Bayern München,,
Dimitri Payet,Dimitri Payet,法國,France,82,82,2,LW,CAM,,33,2,馬賽,Olympique de Marseille,,
Marcano,Marcano,西班牙,Spain,82,82,1,CB,,,33,0,波圖,FC Porto,,
Renato Augusto,Renato Augusto,巴西,Brazil,82,82,3,CM,CAM,LM,32,1,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Miranda,Miranda,巴西,Brazil,82,82,1,CB,,,35,1,江蘇蘇寧足球俱樂部蘇寧易購隊,Jiangsu Suning FC,,
Stéphane Ruffier,Stéphane Ruffier,法國,France,82,82,1,GK,,,33,0,聖伊天,AS Saint-Étienne,,
Falcao,Falcao,哥倫比亞,Colombia,82,82,1,ST,,,34,5,加拉塔沙雷,Galatasaray SK,,
Franck Ribéry,Franck Ribéry,法國,France,82,82,3,LM,CF,LW,37,13,費倫天拿,Fiorentina,,
Héctor Herrera,Héctor Herrera,墨西哥,Mexico,82,82,1,CM,,,30,3,馬德里體育會,Atlético Madrid,,
Jesús Navas,Jesús Navas,西班牙,Spain,82,82,2,RB,RM,,34,2,西維爾,Sevilla FC,,
Vincent Kompany,Vincent Kompany,比利時,Belgium,82,82,1,CB,,,34,3,安德列治,RSC Anderlecht,,
Pepe,Pepe,葡萄牙,Portugal,82,82,1,CB,,,37,2,波圖,FC Porto,,
Iniesta,Iniesta,西班牙,Spain,82,82,3,CM,CAM,LM,36,8,神戶勝利船,Vissel Kobe,,
Segundo Mandíquez,Segundo Mandíquez,厄瓜多爾,Ecuador,81,81,1,ST,,,31,0,自由身球員,Free Agents,,
Luis Roberto Dálves,Luis Roberto Dálves,烏拉圭,Uruguay,81,81,2,ST,CF,,28,1,自由身球員,Free Agents,,
Saúl Marcelo Ardero,Saúl Marcelo Ardero,烏拉圭,Uruguay,81,81,3,CAM,LM,LW,32,0,自由身球員,Free Agents,,
Jaime Nicolás Frendado,Jaime Nicolás Frendado,烏拉圭,Uruguay,81,81,2,CB,CDM,,36,0,自由身球員,Free Agents,,
Loren,Loren,西班牙,Spain,81,84,1,ST,,,26,0,貝迪斯,Real Betis,,
Éder Militão,Éder Militão,巴西,Brazil,81,88,2,CB,RB,,22,13,皇家馬德里,Real Madrid,,
Maximiliano Gómez,Maximiliano Gómez,烏拉圭,Uruguay,81,87,1,ST,,,23,4,華倫西亞,Valencia CF,,
Tomáš Souček,Tomáš Souček,捷克,Czech Republic,81,86,2,CDM,CM,,25,3,韋斯咸,West Ham United,,
David Neres,David Neres,巴西,Brazil,81,86,2,RW,CAM,,23,13,阿積士,Ajax,,
Manuel Lazzari,Manuel Lazzari,意大利,Italy,81,82,1,RM,,,26,2,拉素,Lazio,,
Houssem Aouar,Houssem Aouar,法國,France,81,89,2,CM,LM,,22,17,里昂,Olympique Lyonnais,,
Richarlison,Richarlison,巴西,Brazil,81,88,3,ST,RM,LM,23,17,愛華頓,Everton,,
Luimo Boas Santos,Luimo Boas Santos,巴西,Brazil,81,81,1,ST,,,20,3,山度士,Santos,,
Tony Abranjes,Tony Abranjes,巴西,Brazil,81,81,1,CB,,,32,0,彭美拉斯,Palmeiras,,
Laure Santeiro,Laure Santeiro,巴西,Brazil,81,81,3,CAM,LM,LW,20,3,富明尼斯,Fluminense,,
Ben Chilwell,Ben Chilwell,英格蘭,England,81,85,1,LB,,,23,11,李斯特城,Leicester City,,
Leon Bailey,Leon Bailey,牙買加,Jamaica,81,88,2,LM,RM,,22,14,利華古遜,Bayer 04 Leverkusen,,
Mario Hermoso,Mario Hermoso,西班牙,Spain,81,87,1,CB,,,25,5,馬德里體育會,Atlético Madrid,,
Ferland Mendy,Ferland Mendy,法國,France,81,86,1,LB,,,25,12,皇家馬德里,Real Madrid,,
Moussa Marega,Moussa Marega,馬利,Mali,81,81,2,ST,RM,,29,5,波圖,FC Porto,,
Marcos Llorente,Marcos Llorente,西班牙,Spain,81,86,2,CDM,CM,,25,12,馬德里體育會,Atlético Madrid,,
Borja Iglesias,Borja Iglesias,西班牙,Spain,81,82,1,ST,,,27,1,貝迪斯,Real Betis,,
Lucas Torreira,Lucas Torreira,烏拉圭,Uruguay,81,86,2,CDM,CM,,24,7,阿仙奴,Arsenal,,
Wout Weghorst,Wout Weghorst,荷蘭,Netherlands,81,82,1,ST,,,27,3,禾夫斯堡,VfL Wolfsburg,,
Dani Ceballos,Dani Ceballos,西班牙,Spain,81,86,2,CM,CAM,,23,7,阿仙奴,Arsenal,皇家馬德里,On loan from: Real Madrid
Lukas Klostermann,Lukas Klostermann,德國,Germany,81,85,3,RB,LB,RWB,24,10,RB萊比錫,RB Leipzig,,
Victor Lindelöf,Victor Lindelöf,瑞典,Sweden,81,85,1,CB,,,25,10,曼聯,Manchester United,,
Morales,Morales,西班牙,Spain,81,81,3,ST,LM,RM,32,0,利雲特,Levante UD,,
Youri Tielemans,Youri Tielemans,比利時,Belgium,81,87,1,CM,,,23,9,李斯特城,Leicester City,,
Ignacio Fernández,Ignacio Fernández,阿根廷,Argentina,81,81,2,CM,CAM,,30,0,河床,River Plate,,
Joaquín Correa,Joaquín Correa,阿根廷,Argentina,81,86,3,CF,ST,CAM,25,5,拉素,Lazio,,
Gerónimo Rulli,Gerónimo Rulli,阿根廷,Argentina,81,85,1,GK,,,28,3,蒙彼利埃,Montpellier Hérault SC,皇家蘇斯達,On loan from: Real Sociedad
Jonathan Tah,Jonathan Tah,德國,Germany,81,86,1,CB,,,24,8,利華古遜,Bayer 04 Leverkusen,,
João Mário,João Mário,葡萄牙,Portugal,81,82,3,CM,CAM,LM,27,1,莫斯科火車頭,Lokomotiv Moscow,,
Federico Bernardeschi,Federico Bernardeschi,意大利,Italy,81,83,2,CAM,RM,,26,5,祖雲達斯,Juventus,,
Odisseas Vlachodimos,Odisseas Vlachodimos,希臘,Greece,81,86,1,GK,,,26,1,賓菲加,SL Benfica,,
Kerem Demirbay,Kerem Demirbay,德國,Germany,81,84,1,CM,,,26,0,利華古遜,Bayer 04 Leverkusen,,
Gayà,Gayà,西班牙,Spain,81,86,1,LB,,,25,5,華倫西亞,Valencia CF,,
Daniele Rugani,Daniele Rugani,意大利,Italy,81,84,1,CB,,,25,6,祖雲達斯,Juventus,,
Marcel Halstenberg,Marcel Halstenberg,德國,Germany,81,81,2,LB,LWB,,28,1,RB萊比錫,RB Leipzig,,
Piotr Zieliński,Piotr Zieliński,波蘭,Poland,81,85,2,CM,LM,,26,1,拿玻里,Napoli,,
Emil Forsberg,Emil Forsberg,瑞典,Sweden,81,81,2,CAM,LM,,28,5,RB萊比錫,RB Leipzig,,
Esteban Andrada,Esteban Andrada,阿根廷,Argentina,81,82,1,GK,,,29,2,小保加,Boca Juniors,,
Alessio Cragno,Alessio Cragno,意大利,Italy,81,87,1,GK,,,26,3,卡利亞里,Cagliari,,
Juan Bernat,Juan Bernat,西班牙,Spain,81,82,2,LB,LM,,27,7,巴黎聖日耳門,Paris Saint-Germain,,
Jordan Pickford,Jordan Pickford,英格蘭,England,81,84,1,GK,,,26,5,愛華頓,Everton,,
Iñigo Martínez,Iñigo Martínez,西班牙,Spain,81,82,1,CB,,,29,4,畢爾包,Athletic Club,,
Eran Zahavi,Eran Zahavi,以色列,Israel,81,81,2,ST,LW,,32,0,廣州富力足球俱樂部,Guangzhou R&F FC,,
Kurt Zouma,Kurt Zouma,法國,France,81,84,1,CB,,,25,11,車路士,Chelsea,,
Tomáš Vaclík,Tomáš Vaclík,捷克,Czech Republic,81,81,1,GK,,,31,4,西維爾,Sevilla FC,,
John Stones,John Stones,英格蘭,England,81,84,1,CB,,,26,8,曼城,Manchester City,,
Alessandro Florenzi,Alessandro Florenzi,意大利,Italy,81,81,1,RB,,,29,1,華倫西亞,Valencia CF,羅馬,On loan from: Roma
Suso,Suso,西班牙,Spain,81,81,2,RW,CAM,,26,3,西維爾,Sevilla FC,AC米蘭,On loan from: Milan
Jérôme Roussillon,Jérôme Roussillon,法國,France,81,82,2,LB,LM,,27,2,禾夫斯堡,VfL Wolfsburg,,
Deulofeu,Deulofeu,西班牙,Spain,81,82,2,LM,CF,,26,4,屈福特,Watford,,
Thomas Meunier,Thomas Meunier,比利時,Belgium,81,81,2,RB,RM,,28,2,巴黎聖日耳門,Paris Saint-Germain,,
Martin Hinteregger,Martin Hinteregger,奧地利,Austria,81,83,1,CB,,,27,1,法蘭克福,Eintracht Frankfurt,,
Geoffrey Kondogbia,Geoffrey Kondogbia,中非共和國,Central African Rep.,81,82,1,CM,,,27,7,華倫西亞,Valencia CF,,
Rafinha,Rafinha,巴西,Brazil,81,82,3,CAM,CM,RM,27,5,切爾達,RC Celta,巴塞隆拿,On loan from: FC Barcelona
Agustín Marchesín,Agustín Marchesín,阿根廷,Argentina,81,81,1,GK,,,32,3,波圖,FC Porto,,
Benjamin Lecomte,Benjamin Lecomte,法國,France,81,83,1,GK,,,29,1,摩納哥,AS Monaco Football Club SA,,
Steven Berghuis,Steven Berghuis,荷蘭,Netherlands,81,81,1,RW,,,28,1,飛燕諾,Feyenoord,,
Jordi Masip,Jordi Masip,西班牙,Spain,81,81,1,GK,,,31,1,華拉度列,R. Valladolid CF,,
Sebastián Coates,Sebastián Coates,烏拉圭,Uruguay,81,81,1,CB,,,29,1,士砵亭,Sporting CP,,
Kevin Kampl,Kevin Kampl,斯洛文尼亞,Slovenia,81,81,3,CM,CDM,CAM,29,3,RB萊比錫,RB Leipzig,,
Xherdan Shaqiri,Xherdan Shaqiri,瑞士,Switzerland,81,81,2,RW,RM,,28,4,利物浦,Liverpool,,
Henrikh Mkhitaryan,Henrikh Mkhitaryan,亞美尼亞,Armenia,81,81,3,RM,CAM,RW,31,4,羅馬,Roma,阿仙奴,On loan from: Arsenal
Marcos Alonso,Marcos Alonso,西班牙,Spain,81,81,2,LB,LWB,,29,3,車路士,Chelsea,,
Ander Herrera,Ander Herrera,西班牙,Spain,81,81,2,CM,CDM,,30,3,巴黎聖日耳門,Paris Saint-Germain,,
Eduardo Salvio,Eduardo Salvio,阿根廷,Argentina,81,81,2,RM,RW,,29,2,小保加,Boca Juniors,,
Stephan El Shaarawy,Stephan El Shaarawy,意大利,Italy,81,81,2,LW,LM,,27,2,上海綠地申花足球俱樂部,Shanghai Greenland Shenhua FC,,
Adem Ljajić,Adem Ljajić,塞爾維亞,Serbia,81,81,2,CAM,LW,,28,1,比錫達斯,Beşiktaş JK,,
Chris Smalling,Chris Smalling,英格蘭,England,81,81,1,CB,,,30,3,羅馬,Roma,曼聯,On loan from: Manchester United
Luuk de Jong,Luuk de Jong,荷蘭,Netherlands,81,81,1,ST,,,29,2,西維爾,Sevilla FC,,
Giacomo Bonaventura,Giacomo Bonaventura,意大利,Italy,81,81,1,CM,,,30,6,AC米蘭,Milan,,
Nicolas Nkoulou,Nicolas Nkoulou,喀麥隆,Cameroon,81,81,1,CB,,,30,4,拖連奴,Torino,,
Marlos,Marlos,烏克蘭,Ukraine,81,81,2,RM,CAM,,32,0,薩克達,Shakhtar Donetsk,,
Mario Balotelli,Mario Balotelli,意大利,Italy,81,81,1,ST,,,29,4,布雷西亞,Brescia,,
Kieran Trippier,Kieran Trippier,英格蘭,England,81,81,1,RB,,,29,11,馬德里體育會,Atlético Madrid,,
Luiz Gustavo,Luiz Gustavo,巴西,Brazil,81,81,2,CDM,CB,,32,1,費倫巴治,Fenerbahçe SK,,
Giuliano,Giuliano,巴西,Brazil,81,81,1,CAM,,,30,1,艾拿沙,Al Nassr,,
Alexis Sánchez,Alexis Sánchez,智利,Chile,81,81,2,LW,LM,,31,8,國際米蘭,Inter,曼聯,On loan from: Manchester United
Sebastian Giovinco,Sebastian Giovinco,意大利,Italy,81,81,3,CF,CAM,ST,33,3,希拉爾,Al Hilal,,
Jérôme Boateng,Jérôme Boateng,德國,Germany,81,81,1,CB,,,31,2,拜仁慕尼黑,FC Bayern München,,
Yuri Berchiche,Yuri Berchiche,西班牙,Spain,81,81,1,LB,,,30,1,畢爾包,Athletic Club,,
David Luiz,David Luiz,巴西,Brazil,81,81,1,CB,,,33,4,阿仙奴,Arsenal,,
Simon Kjær,Simon Kjær,丹麥,Denmark,81,81,1,CB,,,31,2,AC米蘭,Milan,西維爾,On loan from: Sevilla FC
Adán,Adán,西班牙,Spain,81,81,1,GK,,,33,0,馬德里體育會,Atlético Madrid,,
Sven Bender,Sven Bender,德國,Germany,81,81,2,CB,CDM,,31,0,利華古遜,Bayer 04 Leverkusen,,
Lars Bender,Lars Bender,德國,Germany,81,81,3,RB,CDM,CM,31,1,利華古遜,Bayer 04 Leverkusen,,
Simon Mignolet,Simon Mignolet,比利時,Belgium,81,81,1,GK,,,32,0,布魯日,Club Brugge KV,,
Sokratis,Sokratis,希臘,Greece,81,81,1,CB,,,32,1,阿仙奴,Arsenal,,
Laurent Koscielny,Laurent Koscielny,法國,France,81,81,1,CB,,,34,2,波爾多,FC Girondins de Bordeaux,,
Łukasz Fabiański,Łukasz Fabiański,波蘭,Poland,81,81,1,GK,,,35,3,韋斯咸,West Ham United,,
Andrea Consigli,Andrea Consigli,意大利,Italy,81,81,1,GK,,,33,1,薩斯索羅,Sassuolo,,
Fabio Quagliarella,Fabio Quagliarella,意大利,Italy,81,81,1,ST,,,37,3,森多利亞,Sampdoria,,
Bafétimbi Gomis,Bafétimbi Gomis,法國,France,81,81,1,ST,,,34,0,希拉爾,Al Hilal,,
André-Pierre Gignac,André-Pierre Gignac,法國,France,81,81,2,ST,CF,,34,2,堤格雷斯,Tigres U.A.N.L.,,
James Milner,James Milner,英格蘭,England,81,81,3,CM,RB,LB,34,4,利物浦,Liverpool,,
Rune Almenning Jarstein,Rune Almenning Jarstein,挪威,Norway,81,81,1,GK,,,35,0,哈化柏林,Hertha BSC,,
Mauro Evidio Nérez,Mauro Evidio Nérez,烏拉圭,Uruguay,80,80,2,LB,LM,,32,0,自由身球員,Free Agents,,
Matías David Baldona,Matías David Baldona,烏拉圭,Uruguay,80,80,2,CDM,CM,,36,1,自由身球員,Free Agents,,
Jorge Ezequiel Serendero,Jorge Ezequiel Serendero,烏拉圭,Uruguay,80,80,1,GK,,,32,2,自由身球員,Free Agents,,
Reguilón,Reguilón,西班牙,Spain,80,87,2,LB,LM,,23,10,西維爾,Sevilla FC,皇家馬德里,On loan from: Real Madrid
Vinícius,Vinícius,巴西,Brazil,80,85,1,ST,,,25,4,賓菲加,SL Benfica,,
Viktor Tsygankov,Viktor Tsygankov,烏克蘭,Ukraine,80,86,2,RM,LM,,22,3,基輔戴拿模,Dynamo Kyiv,,
Dani Olmo,Dani Olmo,西班牙,Spain,80,89,3,CAM,LM,RM,22,12,RB萊比錫,RB Leipzig,,
João Félix,João Félix,葡萄牙,Portugal,80,93,3,CF,ST,LM,20,33,馬德里體育會,Atlético Madrid,,
Dominik Livaković,Dominik Livaković,克羅地亞,Croatia,80,86,1,GK,,,25,0,薩格勒布戴拿模,Dinamo Zagreb,,
Erling Braut Haaland,Erling Braut Haaland,挪威,Norway,80,90,1,ST,,,19,75,多蒙特,Borussia Dortmund,,
Melendo,Melendo,西班牙,Spain,80,86,2,RM,CM,,22,1,愛斯賓奴,RCD Espanyol,,
Tanguy Ndombele,Tanguy Ndombele,法國,France,80,88,2,CM,CDM,,23,7,熱刺,Tottenham Hotspur,,
Carlos Soler,Carlos Soler,西班牙,Spain,80,86,3,RM,LM,CM,23,5,華倫西亞,Valencia CF,,
Raphinha,Raphinha,巴西,Brazil,80,85,2,RM,RW,,23,2,雷恩,Stade Rennais FC,,
Christopher Nkunku,Christopher Nkunku,法國,France,80,86,3,CAM,ST,CM,22,3,RB萊比錫,RB Leipzig,,
Çağlar Söyüncü,Çağlar Söyüncü,土耳其,Turkey,80,85,1,CB,,,24,9,李斯特城,Leicester City,,
Welington Dano,Welington Dano,巴西,Brazil,80,80,2,LB,LM,,20,2,高士路,Cruzeiro,,
Adryan Zonta,Adryan Zonta,巴西,Brazil,80,80,2,LWB,LB,,28,1,聖保羅,São Paulo,,
Everton Andrão,Everton Andrão,巴西,Brazil,80,80,2,CDM,CM,,24,3,富明尼斯,Fluminense,,
Héniton Pires,Héniton Pires,巴西,Brazil,80,82,1,GK,,,24,0,法林明高,Flamengo,,
Dayot Upamecano,Dayot Upamecano,法國,France,80,89,1,CB,,,21,28,RB萊比錫,RB Leipzig,,
Milot Rashica,Milot Rashica,科索沃,Kosovo,80,86,3,CF,LW,RW,24,10,雲達不萊梅,SV Werder Bremen,,
Lorenzo Pellegrini,Lorenzo Pellegrini,意大利,Italy,80,85,3,CAM,CM,CDM,24,5,羅馬,Roma,,
Marcus Thuram,Marcus Thuram,法國,France,80,84,2,ST,LW,,22,10,慕遜加柏,Borussia Mönchengladbach,,
Yeray,Yeray,西班牙,Spain,80,84,1,CB,,,25,2,畢爾包,Athletic Club,,
Christian Pulisic,Christian Pulisic,美國,United States,80,86,3,LW,RW,LM,21,14,車路士,Chelsea,,
Rodrigo Bentancur,Rodrigo Bentancur,烏拉圭,Uruguay,80,87,1,CM,,,23,11,祖雲達斯,Juventus,,
Marko Dmitrović,Marko Dmitrović,塞爾維亞,Serbia,80,81,1,GK,,,28,1,伊巴,SD Eibar,,
Benjamin Pavard,Benjamin Pavard,法國,France,80,85,2,RB,CB,,24,13,拜仁慕尼黑,FC Bayern München,,
Abdou Diallo,Abdou Diallo,法國,France,80,84,2,CB,LB,,24,2,巴黎聖日耳門,Paris Saint-Germain,,
Alexandr Golovin,Alexandr Golovin,俄羅斯,Russia,80,86,2,CM,CAM,,24,4,摩納哥,AS Monaco Football Club SA,,
Eric Bailly,Eric Bailly,象牙海岸,Ivory Coast,80,83,1,CB,,,26,5,曼聯,Manchester United,,
Konrad Laimer,Konrad Laimer,奧地利,Austria,80,85,3,CDM,CM,RB,23,2,RB萊比錫,RB Leipzig,,
Merino,Merino,西班牙,Spain,80,86,1,CM,,,24,3,皇家蘇斯達,Real Sociedad,,
Diogo Jota,Diogo Jota,葡萄牙,Portugal,80,86,2,LW,CF,,23,11,狼隊,Wolverhampton Wanderers,,
Nicolò Barella,Nicolò Barella,意大利,Italy,80,88,2,CM,CAM,,23,6,國際米蘭,Inter,卡利亞里,On loan from: Cagliari
Karl Toko-Ekambi,Karl Toko-Ekambi,喀麥隆,Cameroon,80,81,2,ST,LM,,27,0,里昂,Olympique Lyonnais,維拉利爾,On loan from: Villarreal CF
Valentin Rongier,Valentin Rongier,法國,France,80,83,2,CM,CAM,,25,1,馬賽,Olympique de Marseille,,
Mata,Mata,西班牙,Spain,80,80,1,ST,,,31,1,基達菲,Getafe CF,,
Harry Winks,Harry Winks,英格蘭,England,80,85,2,CM,CDM,,24,9,熱刺,Tottenham Hotspur,,
